股票代码,股票简称,个股热度[20251224],个股热度排名[20251224],market_code,code,最新价,最新涨跌幅
300450.SZ,先导智能,38493.5,374,33,300450,49.77,0.08043434546552636
002156.SZ,通富微电,38469.5,375,33,002156,37.73,0.693888444088599
600250.SH,南京商旅,38438.5,376,17,600250,11.92,-0.6666666666666673
002632.SZ,道明光学,38176.5,377,33,002632,12.66,2.5101214574898827
601600.SH,中国铝业,38012.5,378,17,601600,11.07,0.9115770282588845
002173.SZ,创新医疗,37893.5,379,33,002173,21.74,3.228869895536561
301611.SZ,珂玛科技,37822.0,380,33,301611,82.86,-0.9680889207601318
603169.SH,兰石重装,37818.0,381,17,603169,10.55,0.8604206500956009
002049.SZ,紫光国微,37808.0,382,33,002049,77.92,1.8428963534178493
603938.SH,三孚股份,37620.0,383,17,603938,19.69,1.6520392359318548
301355.SZ,南王科技,37560.5,384,33,301355,15.88,9.896193771626308
600619.SH,海立股份,37536.5,385,17,600619,21.02,3.956478733926809
600776.SH,东方通信,37430.0,386,17,600776,15.16,-0.39421813403416883
300499.SZ,高澜股份,37339.5,387,33,300499,31.4,1.9811627151672604
601318.SH,中国平安,37282.5,388,17,601318,69.03,-0.6619657504676842
002394.SZ,联发股份,37237.0,389,33,002394,16.63,3.8077403245942536
002769.SZ,普路通,37204.0,390,33,002769,11.52,-4.159733777038269
002579.SZ,中京电子,37107.0,391,33,002579,12.12,2.6248941574936384
301306.SZ,西测测试,37057.5,392,33,301306,107.35,4.172731683648712
600828.SH,茂业商业,36986.0,393,17,600828,6.0,3.6269430051813467
601611.SH,中国核建,36972.0,394,17,601611,12.91,1.413982717989
000536.SZ,华映科技,36927.5,395,33,000536,5.01,0.8048289738430591
600219.SH,南山铝业,36825.0,396,17,600219,5.05,0.5976095617529931
002766.SZ,索菱股份,36820.0,397,33,002766,5.82,1.0416666666666754
000417.SZ,合百集团,36706.0,398,33,000417,8.36,-1.5312131919905863
300086.SZ,康芝药业,36613.0,399,33,300086,13.31,-2.917578409919769
002295.SZ,精艺股份,36604.0,400,33,002295,13.29,4.6456692913385815
605589.SH,圣泉集团,36553.5,401,17,605589,29.43,5.370569280343717
002697.SZ,红旗连锁,36448.0,402,33,002697,6.27,1.951219512195109
002405.SZ,四维图新,36415.5,403,33,002405,8.98,2.045454545454542
301408.SZ,华人健康,36089.0,404,33,301408,20.05,-4.5692527367920075
600171.SH,上海贝岭,36054.0,405,17,600171,31.6,2.931596091205219
600711.SH,盛屯矿业,36049.0,406,17,600711,14.53,-0.886766712141888
603690.SH,至纯科技,36008.0,407,17,603690,31.2,1.5955714750895422
002255.SZ,海陆重工,35929.5,408,33,002255,12.68,0.9554140127388473
603063.SH,禾望电气,35805.0,409,17,603063,35.02,5.165165165165184
688347.SH,华虹公司,35751.5,410,17,688347,110.1,4.657794676806075
002484.SZ,江海股份,35734.0,411,33,002484,31.21,6.700854700854704
603131.SH,上海沪工,35732.5,412,17,603131,28.0,4.633781763826601
002456.SZ,欧菲光,35721.0,413,33,002456,10.61,1.531100478468901
002157.SZ,正邦科技,35458.0,414,33,002157,3.43,-1.9999999999999953
002371.SZ,北方华创,35357.5,415,33,002371,481.1,-0.06647002617257139
002188.SZ,中天服务,35178.0,416,33,002188,6.34,-3.058103975535171
002340.SZ,格林美,35164.0,417,33,002340,8.02,1.7766497461928894
000510.SZ,新金路,35054.5,418,33,000510,10.93,3.6018957345971465
002518.SZ,科士达,34967.5,419,33,002518,51.64,2.0351709148389667
600459.SH,贵研铂业,34933.5,420,17,600459,20.48,2.297702297702302
000890.SZ,法尔胜,34838.5,421,33,000890,5.54,2.5925925925925863
002465.SZ,海格通信,34791.5,422,33,002465,13.48,3.058103975535171
002530.SZ,金财互联,34611.0,423,33,002530,10.24,4.489795918367341
600759.SH,洲际油气,34592.0,424,17,600759,2.83,-2.07612456747405
603667.SH,五洲新春,34560.5,425,17,603667,49.72,-0.14059048001606805
600667.SH,太极实业,34544.5,426,17,600667,8.34,2.709359605911338
002446.SZ,盛路通信,34473.0,427,33,002446,9.77,3.167898627243917
601068.SH,中铝国际,34432.5,428,17,601068,5.98,6.405693950177941
000651.SZ,格力电器,34424.5,429,33,000651,40.76,-0.34229828850855887
000737.SZ,北方铜业,34401.5,430,33,000737,14.79,1.9999999999999942
000887.SZ,中鼎股份,34345.5,431,33,000887,22.72,3.9816933638443817
600408.SH,安泰集团,34306.0,432,17,600408,4.5,-0.8810572687224677
300285.SZ,国瓷材料,34231.0,433,33,300285,28.36,3.5414384811975133
002185.SZ,华天科技,34179.5,434,33,002185,11.12,1.6453382084095038
600501.SH,航天晨光,34171.5,435,17,600501,24.14,3.2064985036340317
600353.SH,旭光电子,34060.0,436,17,600353,16.75,6.892150606253988
002074.SZ,国轩高科,34025.0,437,33,002074,39.34,0.05086469989827855
603327.SH,福蓉科技,33991.0,438,17,603327,11.13,2.48618784530388
603259.SH,药明康德,33921.5,439,17,603259,90.82,0.2207018318251916
300724.SZ,捷佳伟创,33713.0,440,33,300724,93.98,4.4686527345487
002067.SZ,景兴纸业,33618.0,441,33,002067,5.41,3.04761904761905
003009.SZ,中天火箭,33612.0,442,33,003009,62.34,3.93464488162722
301377.SZ,鼎泰高科,33578.5,443,33,301377,138.02,-2.3696682464454937
600712.SH,南宁百货,33544.5,444,17,600712,7.45,-3.6222509702457986
002204.SZ,大连重工,33358.0,445,33,002204,7.43,0.0
300053.SZ,航宇微,33284.0,446,33,300053,17.02,2.0383693045563542
600460.SH,士兰微,33218.5,447,17,600460,28.26,0.8925383791503034
600855.SH,航天长峰,33182.5,448,17,600855,18.41,3.95256916996047
002474.SZ,榕基软件,33056.5,449,33,002474,9.5,2.370689655172421
300730.SZ,科创信息,33036.5,450,33,300730,13.73,9.840000000000003
301526.SZ,国际复材,33014.5,451,33,301526,7.1,4.411764705882351
600021.SH,上海电力,32996.5,452,17,600021,19.84,0.7106598984771603
601985.SH,中国核电,32981.5,453,17,601985,8.74,0.6912442396313422
600859.SH,王府井,32950.0,454,17,600859,15.25,-2.680280791320995
002261.SZ,拓维信息,32839.0,455,33,002261,30.52,1.59786950732357
688270.SH,臻镭科技,32738.0,456,17,688270,114.2,5.642923219241452
000797.SZ,中国武夷,32691.0,457,33,000797,4.13,2.736318407960207
600592.SH,龙溪股份,32641.5,458,17,600592,24.35,1.925491837588953
000158.SZ,常山北明,32624.0,459,33,000158,20.16,1.255650426921145
002179.SZ,中航光电,32600.5,460,33,002179,33.75,0.9572240502542635
002025.SZ,航天电器,32501.5,461,33,002025,45.94,2.682163611980321
000917.SZ,电广传媒,32482.5,462,33,000917,10.02,0.19999999999999574
300919.SZ,中伟股份,32440.0,463,33,300919,45.77,8.152173913043486
002330.SZ,得利斯,32314.5,464,33,002330,5.33,-4.308797127468585
603067.SH,振华股份,32306.0,465,17,603067,31.23,6.0081466395111995
000880.SZ,潍柴重机,32155.0,466,33,000880,27.95,6.072106261859574
300390.SZ,天华新能,31911.0,467,33,300390,53.29,-3.1090909090909107
600900.SH,长江电力,31873.5,468,17,600900,27.64,-0.2886002886002825
002183.SZ,怡亚通,31843.0,469,33,002183,4.85,3.411513859275037
002666.SZ,德联集团,31767.0,470,33,002666,5.63,2.550091074681233
301133.SZ,金钟股份,31711.0,471,33,301133,34.4,15.24288107202679
688807.SH,优迅股份,31698.5,472,17,688807,231.6,14.0268819851312
000938.SZ,紫光股份,31484.5,473,33,000938,24.64,-0.20251113811259905
300557.SZ,理工光科,31385.0,474,33,300557,38.02,4.450549450549463
300699.SZ,光威复材,31382.0,475,33,300699,31.38,4.669779853235486
002714.SZ,牧原股份,31354.5,476,33,002714,48.12,-2.4726388325902025
603501.SH,豪威集团,31345.0,477,17,603501,126.5,1.0464094576244127
300570.SZ,太辰光,31304.0,478,33,300570,121.48,2.255892255892262
601377.SH,兴业证券,31120.5,479,17,601377,7.44,2.0576131687242847
002654.SZ,万润科技,31105.5,480,33,002654,14.44,1.9774011299434984
600340.SH,华夏幸福,31089.0,481,17,600340,2.28,0.0
600570.SH,恒生电子,31071.0,482,17,600570,29.61,1.4041095890410964
601288.SH,农业银行,31024.5,483,17,601288,7.64,-0.26109660574413135
002625.SZ,光启技术,30977.5,484,33,002625,50.74,-0.6267136701919316
001369.SZ,双欣环保,30904.0,485,33,001369,,
688676.SH,金盘科技,30792.0,486,17,688676,90.56,4.008269208682679
600977.SH,中国电影,30765.5,487,17,600977,15.35,1.3870541611624774
002451.SZ,摩恩电气,30719.0,488,33,002451,10.27,2.392821535393821
002585.SZ,双星新材,30710.5,489,33,002585,6.78,0.8928571428571503
300014.SZ,亿纬锂能,30673.5,490,33,300014,71.12,0.4236091499576552
000878.SZ,云南铜业,30601.0,491,33,000878,18.34,1.3259668508287206
688585.SH,上纬新材,30587.0,492,17,688585,104.1,1.2055220688314163
600030.SH,中信证券,30543.0,493,17,600030,28.74,0.3842123646524605
600150.SH,中国船舶,30401.0,494,17,600150,33.37,0.2704326923076812
301017.SZ,漱玉平民,30365.0,495,33,301017,18.0,-2.860226659471134
600391.SH,航发科技,30350.5,496,17,600391,33.2,2.311248073959938
002765.SZ,蓝黛科技,30293.5,497,33,002765,12.18,6.09756097560975
002418.SZ,康盛股份,30268.0,498,33,002418,4.91,2.07900207900209
000620.SZ,盈新发展,30146.0,499,33,000620,2.74,0.7352941176470594
600033.SH,福建高速,30068.0,500,17,600033,4.49,3.2183908045977145
605178.SH,时空科技,30027.0,501,17,605178,53.15,3.8085937499999916
301517.SZ,陕西华达,30015.5,502,33,301517,63.11,4.729505476269501
301248.SZ,杰创智能,29991.0,503,33,301248,32.2,8.783783783783788
603002.SH,宏昌电子,29965.0,504,17,603002,7.7,6.060606060606067
002975.SZ,博杰股份,29923.5,505,33,002975,81.55,3.753180661577612
000426.SZ,兴业银锡,29923.0,506,33,000426,36.1,2.3532747377374488
002415.SZ,海康威视,29862.0,507,33,002415,29.33,0.6520247083047279
603366.SH,日出东方,29858.0,508,17,603366,10.17,0.19704433497536525
601929.SH,吉视传媒,29798.5,509,17,601929,3.35,2.1341463414634236
002657.SZ,中科金财,29794.0,510,33,002657,27.42,3.510758776896955
000066.SZ,中国长城,29747.5,511,33,000066,14.09,1.2212643678160915
601088.SH,中国神华,29742.5,512,17,601088,40.25,-2.1871202916160355
000980.SZ,众泰汽车,29703.0,513,33,000980,3.75,-2.0887728459530046
600456.SH,宝钛股份,29634.5,514,17,600456,35.94,0.9550561797752705
002366.SZ,融发核电,29609.0,515,33,002366,7.29,0.9695290858725801
300455.SZ,航天智装,29581.5,516,33,300455,26.63,3.7802026500389667
000617.SZ,中油资本,29410.0,517,33,000617,9.26,1.646542261251376
002339.SZ,积成电子,29391.5,518,33,002339,9.3,0.3236245954692679
002670.SZ,国盛证券,29268.5,519,33,002670,17.09,3.701456310679608
601689.SH,拓普集团,29191.0,520,17,601689,69.18,-0.37442396313362747
001203.SZ,大中矿业,29111.5,521,33,001203,31.38,0.8030838419530999
002098.SZ,浔兴股份,29016.0,522,33,002098,10.5,-1.8691588785046664
002400.SZ,省广集团,28952.5,523,33,002400,8.16,0.4926108374384351
002217.SZ,合力泰,28938.5,524,33,002217,3.11,0.647249190938512
605299.SH,舒华体育,28871.0,525,17,605299,12.21,3.2121724429416805
002748.SZ,世龙实业,28867.5,526,33,002748,14.03,0.8626887131559973
600941.SH,中国移动,28858.5,527,17,600941,101.52,0.5248044360827816
300015.SZ,爱尔眼科,28849.0,528,33,300015,11.12,-0.08984725965859446
300421.SZ,力星股份,28755.5,529,33,300421,27.57,-4.237582493921496
002424.SZ,ST百灵,28606.0,530,33,002424,5.08,-5.046728971962609
300547.SZ,川环科技,28599.0,531,33,300547,40.86,1.2890431333663757
603936.SH,博敏电子,28518.5,532,17,603936,11.87,3.6681222707423577
688008.SH,澜起科技,28495.5,534,17,688008,121.8,0.6611570247933861
688535.SH,华海诚科,28495.5,533,17,688535,117.4,12.884615384615389
002957.SZ,科瑞技术,28450.5,535,33,002957,22.18,1.836547291092739
000678.SZ,襄阳轴承,28299.5,536,33,000678,14.25,0.14054813773717198
605365.SH,立达信,28291.5,537,17,605365,28.15,3.7979351032448285
000725.SZ,京东方A,28261.5,538,33,000725,4.06,0.4950495049504845
002017.SZ,东信和平,28254.0,539,33,002017,21.28,2.4061597690086622
300228.SZ,富瑞特装,28248.0,540,33,300228,9.51,4.048140043763667
600577.SH,精达股份,28235.5,541,17,600577,11.1,2.968460111317257
300757.SZ,罗博特科,28180.0,542,33,300757,239.71,5.08526588049625
300955.SZ,嘉亨家化,28168.5,543,33,300955,41.51,8.324634655532353
002176.SZ,江特电机,28159.0,544,33,002176,9.8,0.7194244604316575
300033.SZ,同花顺,28108.5,545,33,300033,318.02,1.3448056086679319
600191.SH,华资实业,28103.0,546,17,600191,14.0,4.011887072808315
301018.SZ,申菱环境,28043.5,547,33,301018,66.54,0.3014772384684999
301522.SZ,上大股份,28000.0,548,33,301522,35.81,5.323529411764713
002558.SZ,巨人网络,27757.0,549,33,002558,46.34,-1.4042553191489289
603618.SH,杭电股份,27642.5,550,17,603618,8.58,-2.721088435374152
300814.SZ,中富电路,27593.5,551,33,300814,83.46,6.0752414844941365
002607.SZ,中公教育,27593.0,552,33,002607,2.71,-0.3676470588235379
600418.SH,江淮汽车,27554.5,553,17,600418,48.85,2.432375760117433
002276.SZ,万马股份,27503.5,554,33,002276,16.15,1.7002518891687517
603386.SH,骏亚科技,27422.0,555,17,603386,15.11,2.094594594594586
688627.SH,精智达,27406.0,556,17,688627,264.97,3.2216595247370625
920068.BJ,天工股份,27272.0,557,151,920068,20.86,16.146993318485517
600578.SH,京能电力,27234.5,558,17,600578,5.36,4.483430799220281
603657.SH,春光科技,27227.5,559,17,603657,32.96,7.466579719595693
002611.SZ,东方精工,27194.5,560,33,002611,17.82,0.5076142131979687
000701.SZ,厦门信达,27193.0,561,33,000701,6.85,4.580152671755722
002174.SZ,游族网络,27180.5,562,33,002174,12.57,6.43522438611346
002916.SZ,深南电路,27176.5,563,33,002916,229.29,2.092702257446898
002031.SZ,巨轮智能,27163.0,564,33,002031,7.37,0.1358695652173884
000733.SZ,振华科技,27126.5,565,33,000733,51.58,2.6467661691542252
603829.SH,洛凯股份,27042.0,566,17,603829,24.73,-9.974517655624311
600276.SH,恒瑞医药,27033.0,567,17,600276,61.23,-0.9223300970873791
000630.SZ,铜陵有色,27022.0,568,33,000630,5.56,0.724637681159421
000039.SZ,中集集团,27016.5,569,33,000039,9.7,2.972399150743093
000532.SZ,华金资本,27006.5,570,33,000532,16.04,2.6231605886116336
002352.SZ,顺丰控股,26999.0,571,33,002352,38.19,-0.20904102430103316
002843.SZ,泰嘉股份,26794.5,572,33,002843,19.78,-0.8024072216649957
603978.SH,深圳新星,26724.0,573,17,603978,29.11,2.97134771842943
600654.SH,中安科,26564.5,574,17,600654,3.71,1.9230769230769187
600481.SH,双良节能,26549.0,575,17,600481,5.81,4.121863799283146
002298.SZ,中电鑫龙,26519.0,576,33,002298,10.49,2.944062806673216
002222.SZ,福晶科技,26443.5,577,33,002222,59.23,-1.2668778129688367
000681.SZ,视觉中国,26433.5,578,33,000681,21.98,1.6181229773462849
000801.SZ,四川九洲,26355.5,579,33,000801,17.15,1.4792899408284026
688536.SH,思瑞浦,26310.0,580,17,688536,158.0,10.096857361856324
002977.SZ,天箭科技,26284.0,581,33,002977,41.45,2.981366459627336
300684.SZ,中石科技,26281.0,582,33,300684,50.52,-0.059347181008890276
300337.SZ,银邦股份,26248.0,583,33,300337,13.05,5.4119547657512115
300124.SZ,汇川技术,26170.0,584,33,300124,72.36,-0.15178694632261547
003031.SZ,中瓷电子,26100.5,585,33,003031,77.45,0.964672141832889
301489.SZ,思泉新材,25871.0,586,33,301489,215.0,5.911330049261084
002249.SZ,大洋电机,25859.5,587,33,002249,10.29,1.679841897233201
920576.BJ,天力复合,25827.0,588,151,920576,79.6,3.4706876381125533
603893.SH,瑞芯微,25825.0,589,17,603893,178.51,1.8311466058185848
001359.SZ,平安电工,25754.5,590,33,001359,78.36,-0.8226806733324967
300438.SZ,鹏辉能源,25749.0,591,33,300438,57.3,3.9361509160166777
000333.SZ,美的集团,25725.0,592,33,000333,78.8,-1.067168863779044
002317.SZ,众生药业,25658.0,593,33,002317,19.46,-0.05136106831021064
002651.SZ,利君股份,25619.5,594,33,002651,11.32,4.139834406623745
600868.SH,梅雁吉祥,25618.5,595,17,600868,3.57,2.2922636103151754
300101.SZ,振芯科技,25560.0,596,33,300101,24.64,6.759098786828433
002197.SZ,证通电子,25485.0,597,33,002197,10.09,3.9134912461379914
601919.SH,中远海控,25478.0,598,17,601919,15.34,-0.38961038961039285
688660.SH,电气风电,25468.5,599,17,688660,17.8,14.10256410256411
600076.SH,康欣新材,25452.0,600,17,600076,3.42,2.702702702702698
300997.SZ,欢乐家,25429.5,601,33,300997,28.92,-3.7924151696606687
603162.SH,海通发展,25359.0,602,17,603162,13.0,0.0
000807.SZ,云铝股份,25355.0,603,33,000807,29.96,1.7663043478260854
000792.SZ,盐湖股份,25333.5,604,33,000792,28.62,0.7746478873239522
688388.SH,嘉元科技,25311.0,605,17,688388,43.1,10.541164401128492
002602.SZ,世纪华通,25255.5,606,33,002602,17.01,-2.5773195876288617
002048.SZ,宁波华翔,25225.5,607,33,002048,27.7,0.289645184648799
600327.SH,大东方,25220.5,608,17,600327,5.46,-2.3255813953488356
002488.SZ,金固股份,25212.5,609,33,002488,8.46,4.962779156327548
300444.SZ,双杰电气,25193.0,610,33,300444,10.42,-0.5725190839694704
601398.SH,工商银行,25188.5,611,17,601398,7.91,-0.12626262626262358
002506.SZ,协鑫集成,25182.5,612,33,002506,2.65,3.112840466926073
300085.SZ,银之杰,25161.0,613,33,300085,40.72,2.750441584658078
301136.SZ,招标股份,25106.0,614,33,301136,20.67,5.459183673469389
600094.SH,大名城,25099.5,615,17,600094,4.39,5.783132530120465
600206.SH,有研新材,25033.5,616,17,600206,20.46,1.0869565217391424
002745.SZ,木林森,25002.0,617,33,002745,9.84,5.920344456404744
002472.SZ,双环传动,24995.5,618,33,002472,42.65,2.450156137400903
600760.SH,中航沈飞,24956.0,619,17,600760,55.65,3.036474726902427
001217.SZ,华尔泰,24909.5,620,33,001217,13.8,-2.4734982332155453
002229.SZ,鸿博股份,24845.0,621,33,002229,15.99,1.4593908629441652
002291.SZ,遥望科技,24819.0,622,33,002291,6.41,3.054662379421228
600438.SH,通威股份,24816.0,623,17,600438,21.04,0.8628954937679757
001325.SZ,元创股份,24691.0,624,33,001325,52.06,-6.5517860348231896
601162.SH,天风证券,24652.0,625,17,601162,4.23,1.4388489208633213
600635.SH,大众公用,24640.5,626,17,600635,6.44,0.0
688109.SH,品茗科技,24637.0,627,17,688109,144.37,13.09831570701136
000955.SZ,欣龙控股,24629.5,628,33,000955,6.72,0.149031296572277
002544.SZ,普天科技,24619.5,629,33,002544,31.6,0.9262216544235156
600936.SH,广西广电,24617.5,630,17,600936,4.37,0.9237875288683611
300731.SZ,科创新源,24500.5,631,33,300731,57.5,3.7157287157287198
600198.SH,大唐电信,24484.0,632,17,600198,9.01,1.3498312710911047
002218.SZ,拓日新能,24326.5,633,33,002218,4.25,3.6585365853658627
002208.SZ,合肥城建,24285.5,634,33,002208,11.41,3.821656050955413
301387.SZ,光大同创,24281.0,635,33,301387,49.94,9.999999999999998
002009.SZ,天奇股份,24086.0,636,33,002009,16.0,0.3764115432873306
600815.SH,厦工股份,24042.0,637,17,600815,3.74,3.601108033241007
301389.SZ,隆扬电子,24001.5,638,33,301389,57.48,4.224841341795101
603650.SH,彤程新材,23995.5,639,17,603650,47.03,1.27045650301465
688333.SH,铂力特,23959.5,640,17,688333,93.2,3.50955131052865
300433.SZ,蓝思科技,23795.0,641,33,300433,28.98,1.898734177215187
603288.SH,海天味业,23784.0,642,17,603288,37.35,-1.138168343038644
300640.SZ,德艺文创,23765.5,643,33,300640,8.99,-0.66298342541437
002347.SZ,泰尔股份,23742.0,644,33,002347,7.68,1.5873015873015888
301137.SZ,哈焊华通,23690.5,645,33,301137,49.04,5.371723248818221
600036.SH,招商银行,23686.0,646,17,600036,41.83,-0.19088523025530493
688041.SH,海光信息,23611.0,647,17,688041,219.9,0.1731049562682195
688122.SH,西部超导,23463.0,648,17,688122,73.42,1.8590455049944554
301069.SZ,凯盛新材,23444.5,649,33,301069,28.9,-1.5332197614991578
000530.SZ,冰山冷热,23430.5,650,33,000530,7.09,2.161383285302586
601126.SH,四方股份,23424.5,651,17,601126,31.08,3.0503978779840786
600172.SH,黄河旋风,23395.0,652,17,600172,6.0,-0.3322259136212554
002192.SZ,融捷股份,23375.5,653,33,002192,54.23,2.9422930903568663
